X,Y,OBJECTID,id,FileName,Site,Owner,Point_num,Species,num_Indivi,Other,PhotoN,PhotoE,PhotoS,PhotoW,LifeStage,Habitat,PointNotes,photo,Treatment_
-71.722739846,41.5887641480001,631,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,160,ELUM,0, , , , , ,MF,XM, , ,y
-71.7227376659999,41.5887672480001,632,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,161,LOMO2,0, , , , , ,MF,XM, , ,y
-71.722738496,41.5884600480001,633,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,163,ELUM,0, , , , , ,MF,XM, , ,y
-71.721883716,41.587160517,634,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,164,ELUM,0, , , , , ,MF,D,2 ind's, ,y
-71.721471405,41.5873568170001,635,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,165,ELUM,0, , , , , ,MF,D, , ,y
-71.721074186,41.5871613570001,636,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,166,ELUM,0, , , , , ,MF,D, , ,y
-71.721030105,41.586475637,637,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,167,ELUM,0, , , , , ,MF,D, , ,y
-71.721303936,41.5861095970001,638,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,168,ELUM,0, , , , , ,MF,M, , ,y
-71.720787026,41.5847692460001,639,0,GL_05_13_02_P,"Arcadia, W of Flat River",DEM,169,ELUM,0, , , , , ,MF,XM, , ,y
-71.718768325,41.5795848650001,640,0,GL_05_13_P,"Arcadia, SW of FH Pond",DEM,146,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_05_13_146_N.jpg, , , ,M,I, ,y, 
-71.715043995,41.575842595,641,0,GL_05_13_P,"Arcadia, SW of FH Pond",DEM,147,BETH,0, , , , , ,MSA,R,5 ind's in 15' radius, , 
-71.715040974,41.5757908840001,642,0,GL_05_13_P,"Arcadia, SW of FH Pond",DEM,148,LOMO2,0, , , , , ,MF,R, , , 
-71.7151232849999,41.575638585,643,0,GL_05_13_P,"Arcadia, SW of FH Pond",DEM,149,BEVU,0, , , , , ,MF,R, , , 
-71.715543474,41.575817704,644,0,GL_05_13_P,"Arcadia, SW of FH Pond",DEM,150,BETH,0, , , , , ,MR,RE,5 ind's in a 10' radius, , 
-71.7354270869999,41.6374501230001,645,0,HL_04_13_T,Wickaboxet Management Area,DEM,37,BEVU,0, , , , , ,V,XE,"Mixed forest, cellar hole", , 
-71.733932007,41.6410421840001,646,0,HL_04_13_T,Wickaboxet Management Area,DEM,37,LOMO2,0, , , , , ,V,XE,"Mixed forest, cellar hole, fern spp.", , 
-71.7346981059999,41.6385208240001,647,0,HL_04_13_T,Wickaboxet Management Area,DEM,37,Other,0,Galium odoratum, , , , ,V,XE,"Non-native, Galium odoratum", , 
-71.735282667,41.6372486240001,648,0,HL_04_13_T,Wickaboxet Management Area,DEM,38,ROMU,0, , , , , ,V,XE,Trail intersection, , 
-71.7355120679999,41.6370185650001,649,0,HL_04_13_T,Wickaboxet Management Area,DEM,38,CEOR7,0, , , , , ,S,XE,Trail intersection, , 
-71.7364308969999,41.6372067140001,650,0,HL_04_13_T,Wickaboxet Management Area,DEM,44,ROMU,0, , , , , ,V,XE,"Side of trail, cellar hole", , 
-71.7362043369999,41.6368876130001,651,0,HL_04_13_T,Wickaboxet Management Area,DEM,44,EUAL13,0, , , , , ,S,XE,"Side of trail, cellar hole", , 
-71.7361557259999,41.636755513,652,0,HL_04_13_T,Wickaboxet Management Area,DEM,44,LOMO2,0, , , , , ,V,XE,"Side of trail, cellar hole", , 
-71.7357637859999,41.637103364,653,0,HL_04_13_T,Wickaboxet Management Area,DEM,45,LOMO2,0, , , , , ,SV,XE, , , 
-71.735271841,41.637235172,654,0,HL_04_13_T,Wickaboxet Management Area,DEM,45,FRAL4,0, , , , , ,V,XE,Sand washout, , 
-71.7359123959999,41.6371816540001,655,0,HL_04_13_T,Wickaboxet Management Area,DEM,46,LOMO2,0, , , , , ,V,XE,"At gate, trail entrance", , 
-71.73589799,41.6371709040001,656,0,HL_04_13_T,Wickaboxet Management Area,DEM,47,ROMU,0, , , , , ,V,XE,Edge of trail, , 
-71.7364308579999,41.6371959350001,657,0,HL_04_13_T,Wickaboxet Management Area,DEM,47,EUAL13,0, , , , , ,VS,XE,Edge of trail, , 
-71.736204287,41.63687414,658,0,HL_04_13_T,Wickaboxet Management Area,DEM,47,Other,0, Prunus avium, , , , ,F,XE,Edge of trail, , 
-71.735760145,41.6370898970001,659,0,HL_04_13_T,Wickaboxet Management Area,DEM,48,EUAL13,0, , , , , ,S,XE, , , 
-71.735789016,41.637439053,660,0,HL_04_13_T,Wickaboxet Management Area,DEM,48,ROMU,0, , , , , ,SV,XE, , , 
-71.735788954,41.637421929,661,0,HL_04_13_T,Wickaboxet Management Area,DEM,49,EUAL13,0, , , , , , ,XE, , , 
-71.735762866,41.637421983,662,0,HL_04_13_T,Wickaboxet Management Area,DEM,49,ROMU,0, , , , , , ,XE, , , 
-71.7355316869999,41.637033204,663,0,HL_04_13_T,Wickaboxet Management Area,DEM,51,EUAL13,0, , , , , , ,XE, , , 
-71.735534894,41.637018519,664,0,HL_04_13_T,Wickaboxet Management Area,DEM,51,BETH,0, , , , , , ,XE, , , 
-71.4379786339999,41.537777883,665,0,HL_04_16_P,Rome Point,DEM,52,BETH,0, , , , , ,F,ER,Roadside of Rt.1A, , 
-71.438058344,41.537977373,666,0,HL_04_16_P,Rome Point,DEM,53,ELUM,0, , , , , ,FR,ER,Roadside of Rt.1A, , 
-71.4382619519999,41.5382750790001,667,0,HL_04_16_P,Rome Point,DEM,54,BETH,0, , , , , ,FS,ER,Roadside of Rt.1A, , 
-71.4383452549999,41.538759573,668,0,HL_04_16_P,Rome Point,DEM,54,LOJA,0, , , , , ,V,ER,Roadside of Rt.1A, , 
-71.4382642039999,41.5390560440001,669,0,HL_04_16_P,Rome Point,DEM,54,CEOR7,0, , , , , ,V,ER,Roadside of Rt.1A, , 
-71.4359081329999,41.535792373,670,0,HL_04_16_P,Rome Point,DEM,54,ROPS,0, , , , , ,V,ER,Roadside of Rt.1A, , 
-71.4359028539999,41.535806463,671,0,HL_04_16_P,Rome Point,DEM,54,ROMU,0, , , , , ,V,ER,Continues to N along road, , 
-71.436796284,41.5370280330001,672,0,HL_04_16_P,Rome Point,DEM,55,LOMO2,0, , , , , ,V,ER, , , 
-71.436226153,41.5371894370001,673,0,HL_04_16_P,Rome Point,DEM,56,LOJA,0, , , , , ,F,ER,"End invasives LOJA, BETH, and ROMU", , 
-71.434755033,41.5391940040001,674,0,HL_04_16_P,Rome Point,DEM,57,BETH,0, , , , , ,V,ER,"Rubble pile, roadside of Rt.1A", , 
-71.434780715,41.5396352880001,675,0,HL_04_16_P,Rome Point,DEM,58,LOMO2,0, , , , , ,V,ER,Drainage ditch, , 
-71.4346562599999,41.5402339450001,676,0,HL_04_16_P,Rome Point,DEM,59,ROMU,0, , , , , ,V,T, , , 
-71.434022563,41.541173601,677,0,HL_04_16_P,Rome Point,DEM,59,ROMU,0, , , , , ,V,T, , , 
-71.433917342,41.5418105790001,678,0,HL_04_16_P,Rome Point,DEM,60,LOJA,0, , , , , ,V,T,Trail edge, , 
-71.432126973,41.543967755,679,0,HL_04_16_P,Rome Point,DEM,60,LOMO2,0, , , , , ,V,T,Trail edge, , 
-71.430443972,41.544922705,680,0,HL_04_16_P,Rome Point,DEM,60,CEOR7,0, , , , , ,V,T,Trail edge, , 
-71.429063892,41.5449575750001,681,0,HL_04_16_P,Rome Point,DEM,61,ROMU,0, , , , , ,V,T,"Trail side, big rock, 60' down trail", , 
-71.428504402,41.545272895,682,0,HL_04_16_P,Rome Point,DEM,61,LOMO2,0, , , , , ,VS,T,"Trail side, big rock, 60' down trail", , 
-71.4275652919999,41.545271305,683,0,HL_04_16_P,Rome Point,DEM,62,BETH,0, , , , , , ,T,Trail side, , 
-71.4284229309999,41.5446946340001,684,0,HL_04_16_P,Rome Point,DEM,62,ROMU,0, , , , , , ,T,Trail side, , 
-71.428036442,41.544359355,685,0,HL_04_16_P,Rome Point,DEM,62,LOMO2,0, , , , , , ,T,Trail side, , 
-71.4276580819999,41.5439813350001,686,0,HL_04_16_P,Rome Point,DEM,63,LOMO2,0, , , , , ,V,T,"Dense polygon, only natural is fox grape", , 
-71.428151272,41.5400289240001,687,0,HL_04_16_P,Rome Point,DEM,63,LOJA,0, , , , , ,V,T,"Dense polygon, only natural is fox grape", , 
-71.429028692,41.540700734,688,0,HL_04_16_P,Rome Point,DEM,63,ROMU,0, , , , , ,V,T,"Dense polygon, only natural is fox grape", , 
-71.429631182,41.5404662940001,689,0,HL_04_16_P,Rome Point,DEM,63,ELUM,0, , , , , ,V,T,"Dense polygon, only natural is fox grape", , 
-71.4323792719999,41.539057384,690,0,HL_04_16_P,Rome Point,DEM,64,EUAL13,0, , , , , ,VS,T,"Trail side invasives scattered, dairy barn", , 
-71.433675192,41.538438883,691,0,HL_04_16_P,Rome Point,DEM,64,LOJA,0, , , , , ,S,T,"Trail side invasives scattered, dairy barn", , 
-71.4345091129999,41.538050544,692,0,HL_04_16_P,Rome Point,DEM,64,ROMU,0, , , , , ,S,T,"Trail side invasives scattered, dairy barn", , 
-71.438246184,41.538294793,693,0,HL_04_16_P,Rome Point,DEM,64,BETH,0, , , , , ,V,T,"Trail side invasives scattered, dairy barn", , 
-71.438267176,41.538302693,694,0,HL_04_16_P,Rome Point,DEM,64,CEOR7,0, , , , , ,V,T,"Trail side invasives scattered, dairy barn", , 
-71.4382252039999,41.53827506,695,0,HL_04_16_P,Rome Point,DEM,65,ACPL,0, , , , , ,S,T,"Trail side, mature trees +/- 100' to NW", , 
-71.43822517,41.5383105590001,696,0,HL_04_16_P,Rome Point,DEM,65,RHCA3,0, , , , , ,S,T,"Trail side, mature trees +/- 100' to NW", , 
-71.4362237139999,41.5371949230001,697,0,HL_04_16_P,Rome Point,DEM,65,BETH,0, , , , , ,S,T, , , 
-71.436793762,41.537039807,698,0,HL_04_16_P,Rome Point,DEM,65,EUAL13,0, , , , , ,S,T,"To W, understory", , 
-71.436217631,41.5371912620001,699,0,HL_04_16_P,Rome Point,DEM,65,ROMU,0, , , , , ,S,T, , , 
-71.434755041,41.5391859710001,700,0,HL_04_16_P,Rome Point,DEM,65,LOJA,0, , , , , ,S,T, , , 
-71.434796364,41.5396421040001,701,0,HL_04_16_P,Rome Point,DEM,65,CEOR7,0, , , , , ,S,T,Ends at red cedar, , 
-71.434809274,41.5396324170001,702,0,HL_04_16_P,Rome Point,DEM,66,"ELUM, CEOR",0, , , , , , , ,Power line, , 
-71.434675448,41.5402541610001,703,0,HL_04_16_P,Rome Point,DEM,66,"LOMO2, ROMU",0, , , , , , , , , , 
-71.434675468,41.5402339560001,704,0,HL_04_16_P,Rome Point,DEM,67,"LOJA, LOMO2, ROMU",0, , , , , ,VS, ,Edge of salt marsh, , 
-71.434652399,41.540254147,705,0,HL_04_16_P,Rome Point,DEM,68,"EUAL8, LOMO2",0, , , , , ,VSR, ,Scattered cedars, , 
-71.434020613,41.5411750640001,706,0,HL_04_16_P,Rome Point,DEM,69,LIOB,0, , , , , , , , , , 
-71.43402256,41.541176529,707,0,HL_04_16_P,Rome Point,DEM,71,LOMO2,0, , , , , ,VS, ,Red cedar understory, , 
-71.434019247,41.54117682,708,0,HL_04_16_P,Rome Point,DEM,72,LOMA6,0, , , , , , , ,Single plant, , 
-71.433917353,41.5418001040001,709,0,HL_04_16_P,Rome Point,DEM,73,LOMO2,0, , , , , , , ,Red cedar understory, , 
-71.433918756,41.5417917250001,710,0,HL_04_16_P,Rome Point,DEM,75,"LOJA, LOMO2, ROMU",0, , , , , , , ,"Along path, figwort area", , 
-71.433902009,41.541807427,711,0,HL_04_16_P,Rome Point,DEM,76,"LOJA, LOMO2, ROMU",0, , , , , , , ,"Along path, figwort area", , 
-71.433904807,41.5417980020001,712,0,HL_04_16_P,Rome Point,DEM,77,"LOMO2, CEOR, ROMU",0, , , , , , , ,Pl. row, , 
-71.4339048159999,41.5417896220001,713,0,HL_04_16_P,Rome Point,DEM,78,ROMU,0, , , , , , , ,"80 LOMO, CEOR <20", , 
-71.4321412579999,41.5439677630001,714,0,HL_04_16_P,Rome Point,DEM,79,BETH,0, , , , , , , ,2 trail side, , 
-71.780556328,41.6177148420001,715,0,HL_04_22_P,Pine Top,DEM,144,ROMU,0, , , , , ,V,MR, , , 
-71.7794646679999,41.6183593220001,716,0,HL_04_22_P,Pine Top,DEM,147,BETH,0, , , , , ,V,MR, , , 
-71.779008453,41.6184849110001,717,0,HL_04_22_P,Pine Top,DEM,147,ROMU,0, , , , , ,V,MR,"Edge of road, fill", , 
-71.778607725,41.6182916670001,718,0,HL_04_22_P,Pine Top,DEM,148,LOMO2,0, , , , , ,F,MR, , , 
-71.778215017,41.6182826290001,719,0,HL_04_22_P,Pine Top,DEM,148,BETH,0, , , , , ,F,MR, , , 
-71.776809535,41.617980286,720,0,HL_04_22_P,Pine Top,DEM,148,ROMU,0, , , , , ,V,MR, , , 
-71.777702876,41.6178340270001,721,0,HL_04_22_P,Pine Top,DEM,149,ELUM,0, , , , , ,V,M,"Spindle tree, saplings", , 
-71.774342062,41.617513241,722,0,HL_04_22_P,Pine Top,DEM,149,SAAT2,0, , , , , ,V,M, , , 
-71.773659446,41.6174994020001,723,0,HL_04_22_P,Pine Top,DEM,149,ROMU,0, , , , , ,V,M,"Autumn olive removed, seedlings", , 
-71.779459125,41.6183388700001,724,0,HL_04_22_P,Pine Top,DEM,149,LOMO2,0, , , , , ,V,M, , , 
-71.779035708,41.618480752,725,0,HL_04_22_P,Pine Top,DEM,151,PHAU7,0, , , , , , , ,"Horsetail, hillside seep, wet", , 
-71.778580577,41.6183203840001,726,0,HL_04_22_P,Pine Top,DEM,153,LOMO2,0, , , , , , , ,"Horsetail, hillside seep, wet", , 
-71.778564108,41.618295866,727,0,HL_04_22_P,Pine Top,DEM,153,ROMU,0, , , , , , , , , , 
-71.774342022,41.617503759,728,0,HL_04_22_P,Pine Top,DEM,154,LOMO2,0, , , , , , , , , , 
-71.7736683799999,41.617502728,729,0,HL_04_22_P,Pine Top,DEM,154,ELUM,0, , , , , , , ,"Wet seep, stream", , 
-71.5919985589999,41.4296853050001,730,0,JV_04_28_P,Card's Camp,TNC,212,ROMU,0, , , , , ,V,MS,2 ind. Interspersed with native rose, , 
-71.592140129,41.4299061740001,731,0,JV_04_28_P,Card's Camp,TNC,214,ROMU,0, , , , , ,V,MS,single ind., , 
-71.5920089589999,41.430231473,732,0,JV_04_28_P,Card's Camp,TNC,215,ROMU,0, , , , , ,V,MS,single ind. With multiple branches, , 
-71.5923274689999,41.4295829650001,733,0,JV_04_28_P,Card's Camp,TNC,216,ROMU,0, , , , , ,V,D,"single large ind. ""seed mother""", , 
-71.592013649,41.429638375,734,0,JV_04_28_P,Card's Camp,TNC,217,ROMU,0, , , , , ,V,MS,multiple ind. 2' tall, , 
-71.592016169,41.4298026540001,735,0,JV_04_28_P,Card's Camp,TNC,218,ROMU,0, , , , , ,V,MS,multiple ind. (3) spread 10', , 
-71.592097219,41.4294359450001,736,0,JV_04_28_P,Card's Camp,TNC,219,ROMU,0, , , , , ,V,MS,"3 ind. Within 10', took photo", , 
-71.59255018,41.429552454,737,0,JV_04_28_P,Card's Camp,TNC,220,ROMU,0, , , , , ,V,MS,single ind. 2', , 
-71.5929823499999,41.4298009720001,738,0,JV_04_28_P,Card's Camp,TNC,221,CYLO11,0, , , , , ,V,M,small pop <20m by 20m, , 
-71.59273852,41.430049581,739,0,JV_04_28_P,Card's Camp,TNC,222,ROMU,0, , , , , ,V,M,small pop <20m by 20m, , 
-71.59237231,41.4297392830001,740,0,JV_04_28_P,Card's Camp,TNC,225,ROMU,0, , , , , ,V,D,single ind., , 
-71.59234951,41.4297551330001,741,0,JV_04_28_P,Card's Camp,TNC,226,ELUM,0, , , , , ,V,D,small pop, , 
-71.5923483399999,41.4297609930001,742,0,JV_04_28_P,Card's Camp,TNC,227,EUAL13,0, , , , , ,V,D,2 ind, , 
-71.5923827889999,41.429752443,743,0,JV_04_28_P,Card's Camp,TNC,228,CEOR7,0, , , , , ,V,D,"small pop seedlings, 20m area", , 
-71.593308072,41.4297765810001,744,0,JV_04_28_P,Card's Camp,TNC,229,CYLO11,0, , , , , ,V,D,small pop <20m area, , 
-71.595902275,41.4305520730001,745,0,JV_04_28_P,Card's Camp,TNC,241,EUAL13,0, , , , , ,V,XW,"large individual, point part of JV_04_28_BETH", , 
-71.595387374,41.4307925430001,746,0,JV_04_28_P,Card's Camp,TNC,242,CYLO11,0, , , , , ,V,XT,"seedlings along trail, point part of JV_04_28_BETH", , 
-71.698775487,41.6047281830001,747,0,JV_04_30_P,"Arcadia, Breakheart Pond",DEM,42,BEVU,0, , , , , ,VF,EX,single plant, ,y
-71.699214199,41.605727055,748,0,JV_04_30_P,"Arcadia, Breakheart Pond",DEM,43,BETH,0, , , , , ,VF,TX,5 individuals within 30 ft radius, ,y
-71.698950839,41.6061588060001,749,0,JV_04_30_P,"Arcadia, Breakheart Pond",DEM,44,BETH,0, , , , , ,VF,TX,3 individuals within 5 ft, ,y
-71.69780653,41.6008077970001,750,0,JV_04_30_P,"Arcadia, Breakheart Pond",DEM,45,ROMU,0, , , , , ,V,T,"small individual along trail, pulled out", , 
-71.698070365,41.577505725,751,0,JV_05_03_P,"Arcadia, Bliven Trail",DEM,48,CEOR7,0, , , , , ,V,X,1 to 2 individual small vines, , 
-71.6982883759999,41.5774369050001,752,0,JV_05_03_P,"Arcadia, Bliven Trail",DEM,49,BETH,0, , , , , ,V,X,1 individual near old homesite, , 
-71.687654342,41.590897942,753,0,JV_05_03_P,"Arcadia, Bliven Trail",DEM,53,BETH,0, , , , , ,VF,W,"1 large individual in skunk cabbage wetland, visible from road", , 
-71.6968403129999,41.5772560250001,754,0,JV_05_03_P,"Arcadia, Bliven Trail",DEM,55,ROMU,0, , , , , ,V,R,<10 individuals in ditch along rt 165, , 
-71.600688432,41.4322609560001,755,0,JV_05_04_P,Card's Camp,TNC,56,ELUM,0, , , , , ,VF,T,5 individuals saplings to mature within 20' along wooded trail, , 
-71.600546192,41.432222316,756,0,JV_05_04_P,Card's Camp,TNC,58,ROMU,0, , , , , ,V,M,"3 individuals within 20', various heights up to 8'", , 
-71.600694303,41.432014527,757,0,JV_05_04_P,Card's Camp,TNC,59,ROMU,0, , , , , ,V,T,large shrub individual, , 
-71.5965721549999,41.432482835,758,0,JV_05_04_P,Card's Camp,TNC,60,UNKNOWN,0, , , , , ,V,M,"unsure of plant identity, picked specimen, later keyed to Shad", , 
-71.5960927049999,41.4324362360001,759,0,JV_05_04_P,Card's Camp,TNC,69,EUAL13,0, , , , , ,VF,DM,"5 stalks within 5' inside polygon for CYLO11 and CEOR, large individuals, one idividual on other side of stone wall along road", , 
-71.594681452,41.4314782550001,760,0,JV_05_04_P,Card's Camp,TNC,70,ELUM,0, , , , , ,V,MWX,"waypoint on private property, lots of invasives here, large cluster of ELUM and extensive seedlings of CEOR, EUAL8, and ROMU. Maybe speak with landowner.", , 
-71.596310635,41.432516445,761,0,JV_05_04_P,Card's Camp,TNC,75,EUAL13,0, , , , , ,V,R,"single individual on road, <20ft from waypoint 69", , 
-71.5962932049999,41.432488785,762,0,JV_05_04_P,Card's Camp,TNC,76,BETH,0, , , , , ,V,R,"3 individuals on stone wall roadside, <20'", , 
-71.596929726,41.432617023,763,0,JV_05_04_P,Card's Camp,TNC,77,UNKNOWN,0, , , , , ,VF,R,"unsure of plant identity, picked specimen, later keyed to Aronia", , 
-71.7060488339999,41.577946813,764,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,48,BEVU,0, , , , , ,S,TX,Pulled out but lost some root, , 
-71.7065441239999,41.577431833,765,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,49,BEVU,0, , , , , ,AS,X,"In cellar hole, 5 ind. (3-A, 2-S)", , 
-71.709026175,41.5774488430001,766,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,52,ROMU,0, , , , , ,S,I,On side of stream, , 
-71.702483923,41.5787316130001,767,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,53,BEVU,0, , , , , ,M,X,2 ind., , 
-71.7003378219999,41.577042743,768,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,54,PHAU7,0, , , , , ,M,RW, , , 
-71.700559442,41.5769738430001,769,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,56,PHAU7,0, , , , , ,S,R,Small cluster in paved drainage channel, , 
-71.7008849119999,41.576990273,770,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,57,PHAU7,0, , , , , ,A,R, , , 
-71.701086582,41.5768557420001,771,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,58,POCU6,0, , , , , ,M,R,Small cluster on  south side of rd, , 
-71.701657972,41.576871833,772,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,59,PHAU7,0, , , , , ,MSA,R, , , 
-71.701796193,41.576771163,773,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,60,POCU6,0, , , , , ,M,R, , , 
-71.702034323,41.5768402320001,774,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,61,PHAU7,0, , , , , ,MSA,R, , , 
-71.706220743,41.5767447630001,775,0,JV_05_05_P,"Arcadia, S Frosty Hollow Pond",DEM,62,PHAU7,0, , , , , ,SA,R, , , 
-71.6216432849999,41.611348149,776,0,JV_05_06_P,Big River Management Area,DEM,247,LOMO2,0, , , , , ,FA,RX,3 individuals within 5' along paved road, , 
-71.621745285,41.612006379,777,0,JV_05_06_P,Big River Management Area,DEM,249,CEOR7,0, , , , , ,SA,X,5 individuals scattered, , 
-71.621808326,41.61249086,778,0,JV_05_06_P,Big River Management Area,DEM,254,BEVU,0, , , , , ,A,IX,"polygon pt, individual sapling on old mill site", , 
-71.6216305459999,41.6125282400001,779,0,JV_05_06_P,Big River Management Area,DEM,256,BEVU,0, , , , , ,MF,IX,2 large individuals <30' apart located on old mill site, , 
-71.621341026,41.612406121,780,0,JV_05_06_P,Big River Management Area,DEM,256,CEOR7,0, , , , , ,SA,IX,population <20 of seedlings and mature individuals on old mill site very close to BEVU population, , 
-71.6214389249999,41.6124381400001,781,0,JV_05_06_P,Big River Management Area,DEM,257,WISI,0, , , , , ,A,TX,"species of concern, single individual along dirt road/trail side, REMOVE!", , 
-71.621344886,41.6124544,782,0,JV_05_06_P,Big River Management Area,DEM,258,CEOR7,0, , , , , ,S,TX,small population scattered on road/trail side and bank, , 
-71.620618845,41.612864781,783,0,JV_05_06_P,Big River Management Area,DEM,259,ACPL,0, , , , , ,SA,TX,"small population <20' clustered along road/trail side, excellent site for mass pull", , 
-71.6208389559999,41.6130630910001,784,0,JV_05_06_P,Big River Management Area,DEM,262,FRINGED POLYGALA (Not USDA Code),0, , , , , ,MF,X,"clustered population of flowers along river valley, located inside LOMO2 polygon", , 
-71.620820016,41.612998551,785,0,JV_05_06_P,Big River Management Area,DEM,264,BEVU,0, , , , , ,A,X,"polygon pt, individual sapling on lower river valley", , 
-71.619759195,41.6128145700001,786,0,JV_05_06_P,Big River Management Area,DEM,265,ROMU,0, , , , , ,M,IX,"seed mother, plotted as point then realized there were many seedlings, making a polygon instead", , 
-71.619537494,41.6128374510001,787,0,JV_05_06_P,Big River Management Area,DEM,269,LOMO2,0, , , , , ,A,TX,single individual on road/trail side, , 
-71.6191993639999,41.6128710610001,788,0,JV_05_06_P,Big River Management Area,DEM,270,BEVU,0, , , , , ,A,TX,single individual on road/trail side, , 
-71.619128453,41.612879951,789,0,JV_05_06_P,Big River Management Area,DEM,271,BEVU,0, , , , , ,A,TX,2 individuals along road/trail side, , 
-71.619034743,41.612897301,790,0,JV_05_06_P,Big River Management Area,DEM,272,FRAL4,0, , , , , ,S,TX,"single seedling along road/trail side, pulled up", , 
-71.6182576799999,41.613353659,791,0,JV_05_06_P,Big River Management Area,DEM,273,ROMU,0, , , , , ,A,TX,"single individual, with single ROMU", , 
-71.61682502,41.6131081010001,792,0,JV_05_06_P,Big River Management Area,DEM,274,ROMU,0, , , , , ,SAM,ITX,multiple individuals clustered on either side of bridge, , 
-71.615841492,41.615927105,793,0,JV_05_06_P,Big River Management Area,DEM,274,CEOR7,0, , , , , ,SA,ITX,multiple individuals clustered on either side of bridge, , 
-71.616447133,41.6148634,794,0,JV_05_06_P,Big River Management Area,DEM,274,LOMO2,0, , , , , ,AM,ITX,multiple individuals clustered on either side of bridge, , 
-71.618268508,41.613323827,795,0,JV_05_06_P,Big River Management Area,DEM,277,LOMO2,0, , , , , ,M,IX,2 individuals along stream leading to small pond, , 
-71.616836037,41.6130831890001,796,0,JV_05_06_P,Big River Management Area,DEM,277,LOMO2,0, , , , , ,M,IX,1 large individual along stream leading to small pond, , 
-71.6164802719999,41.6148384630001,797,0,JV_05_06_P,Big River Management Area,DEM,278,ROMU,0, , , , , ,M,M,"large individual in open field, near massive dense clusters of other invasives", , 
-71.7000499929999,41.5823167140001,798,0,JV_05_10_P,"Arcadia, S Frosty Hollow Pond",DEM,65,BEVU,0, , , , , ,A,X,"3 ind. Near stone wall, may have been old pasture land", , 
-71.7094739349999,41.5802463030001,799,0,JV_05_10_P,"Arcadia, S Frosty Hollow Pond",DEM,66,CEOR7,0, , , , , ,S,RX,"Single seedling on Frosty Hollow Rd. side, pulled", , 
-71.709561525,41.5895114950001,800,0,JV_05_11_P,"Arcadia, NW Frosty Hollow Pond",DEM,67,LOMO2,0,PHOTO, , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_05_11_67_S.jpg, ,AMF,XT,"3 ind., sap and mature, campsite",y, 
-71.709690016,41.589742245,801,0,JV_05_11_P,"Arcadia, NW Frosty Hollow Pond",DEM,68,ROMU,0, , , , , ,SA,XT,"<5 small ind., campsite", , 
-71.709808955,41.589760685,802,0,JV_05_11_P,"Arcadia, NW Frosty Hollow Pond",DEM,69,CEOR7,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_05_11_69_N.jpg, , , ,SA,XT,"large pop., all life stages in <20' area, campsite",y, 
-71.717333228,41.594314995,803,0,JV_05_11_P,"Arcadia, NW Frosty Hollow Pond",DEM,70,LOMO2,0, , , , , ,SAM,M,"Large pop., all life stages in field", ,y
-71.717659119,41.5944890860001,804,0,JV_05_11_P,"Arcadia, NW Frosty Hollow Pond",DEM,71,ELUM,0, , , , , ,AM,M,"Large pop., scattered throughout field", ,y
-71.7177368179999,41.5944584060001,805,0,JV_05_11_P,"Arcadia, NW Frosty Hollow Pond",DEM,72,BETH,0, , , , , ,AM,M,"Large pop., all life stages in field", ,y
-71.716705089,41.5961269960001,806,0,JV_05_12_P,"Arcadia, NW Frosty Hollow Pond",DEM,73,CEOR7,0, , , , , ,S,RM,"3 small individuals on roadside, pulled", , 
-71.7190780889999,41.595515956,807,0,JV_05_12_P,"Arcadia, NW Frosty Hollow Pond",DEM,76,ROMU,0, , , , , ,S,RM,Single ind. In polygon, ,y
-71.717653169,41.595355356,808,0,JV_05_12_P,"Arcadia, NW Frosty Hollow Pond",DEM,90,BEVU,0, , , , , ,A,MX,Single ind. In polygon, ,y
-71.714093038,41.5914791450001,809,0,JV_05_12_P,"Arcadia, NW Frosty Hollow Pond",DEM,92,CEOR7,0, , , , , ,S,TX,"2 ind. On trail, pulled", , 
